PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.00132 uM,Activity at 0.00295 uM,Activity at 0.00635 uM,Activity at 0.015 uM,Activity at 0.029 uM,Activity at 0.033 uM,Activity at 0.074 uM,Activity at 0.159 uM,Activity at 0.369 uM,Activity at 0.794 uM,Activity at 1.840 uM,Activity at 3.690 uM,Activity at 4.120 uM,Activity at 9.220 uM,Activity at 19.84 uM,Activity at 46.10 uM,Activity at 92.20 uM,Compound QC
626,26668967,654985,CCC(C(=O)NC1CCCC1)N(C2CCCCC2)C(=O)CN3N=C(N=N3)C4=CC(=C(C=C4)OC)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000882366-01/135605804,,Inactive,,,,0,,,1.6436,0.9036,8,-1.1844,4,0 0 0 0 0 0 0,5.83,,-1.1424,,-3.0703,,,-0.3599,,-1.2924,,-0.4886,,,0.2635,,5.83,,QC'd by Asinex Ltd.
627,26669185,650946,CC1=C(SC(=N1)NC(=O)CSC2=NC3=C(N2C4CCCCC4)N=CC=C3)C(=O)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000880420-01/135603848,,Inactive,,,,0,,,2.9023,0.7528,3,-1.8464,4,0 0 0 0 0 0 0,2.8086,,-0.8229,,-3.622,,,-0.8835,,-1.456,,-1.2828,,,-0.9163,,2.8086,,QC'd by Asinex Ltd.
628,26669566,1856955,CC1=CC=CC=C1NC2=NC(=NC(=N2)N)C3=C(C4=CC=CC=C4O3)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000762819-01/135605599,,Inactive,,,,0,,-4.6362,1.5936,0.9963,32,-1.3234,4,0 0 0 0 0 0 0,23.8375,,-2.3528,,-1.645,,,-1.7082,,-0.967,,-0.0059,,,5.057,,23.8375,,
629,26669592,5898698,CCOC(=O)C1CCN(CC1)C2=C(C(=O)N3C=CC=C(C3=N2)C)/C=C(\C#N)/S(=O)(=O)C4=CC=CC=C4,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000769763-01/135605182,,Inactive,,,,0,,,2.3531,0.9198,8,-1.0744,4,0 0 0 0 0 0 0,6.536,,-0.9634,,-2.562,,,0.2043,,-1.1071,,-0.4672,,,-0.1416,,6.536,,
630,26670221,2467694,COC1=C(C=C(C=C1)S(=O)(=O)N2CCC3=CC=CC=C32)C(=O)NC4=CN=CC=C4,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000761096-01/135603513,,Inactive,,,,0,,,2.0937,0.8605,5.5,-1.6528,4,0 0 0 0 0 0 0,4.1239,,-3.4606,,-2.2124,,,-1.5555,,-1.6654,,-0.4401,,,-0.8377,,4.1239,,
631,26670472,6236347,CSCCC(C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)N)NS(=O)(=O)/C=C/C2=CC=CC=C2,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000761190-01/135605944,,Inactive,,,,0,,,,,,,4,,-1.134,,-1.7303,,-3.0939,,,0.619,,-1.5719,,-1.4678,,,-1.5034,,-1.134,,
632,26670725,3240903,CCOC(=O)C1=C(C(=C(N1)C)C(=O)NC2=C(C=CC(=C2)OC)OC)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000863481-01/135604884,,Inactive,,,,0,,,2.0437,0.9477,12,-1.6155,4,0 0 0 0 0 0 0,8.9451,,-2.2214,,-3.4296,,,-0.8443,,-1.8678,,-0.5508,,,-0.1889,,8.9451,,QC'd by Chem Div
633,26671053,6860675,COC1=CC(=C(C=C1)OC)/C=N/N2C(=NNC2=S)C3=NNC4=C3CCC4,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000762608-01/135605251,,Inactive,,,,0,,,,,,,4,,-1.3251,,-3.5648,,-1.6653,,,-1.6845,,-1.7856,,-1.1313,,,-1.968,,-1.3251,,
634,26671596,6875419,CC1=NN(C(=C1/C=N/NC(=O)N)Cl)C2=CC=CC=C2,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000767944-01/135603549,,Inactive,,,,0,,,2.6384,0.9891,21.5,-2.478,4,0 0 0 0 0 0 0,18.9001,,-3.7316,,-2.1578,,,-2.2324,,-2.1072,,-0.9484,,,-0.0783,,18.9001,,
635,26724437,135615348,CC1=C(C=C(C=C1)S(=O)(=O)N/N=C/C2=C(C=C(C=C2)O)O)[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000776218-01/135605833,,Inactive,,,,0,,,,,,,4,,-0.854,,-3.3822,,-1.7827,,,-1.92,,-1.957,,-0.1343,,,-1.526,,-0.854,,
636,26724844,2155914,CCOC(=O)C1=CC2=C(N=C3C=CC=CN3C2=O)N(C1=NC(=O)C4=CC=NC=C4)C(C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000879014-01/135604338,,Inactive,,,,0,,-4.6862,2.3531,0.9956,31.5,-1.2085,4,0 0 0 0 0 0 0,27.3527,,-1.1169,,-2.2571,,,0.0169,,-1.4373,,-0.6484,,,2.78,,27.3527,,QC'd by Chem Div
637,26725105,72344,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000877030-01/135605297,,Inactive,,,,0,,,1.8579,0.9739,12.5,-2.3723,4,0 0 0 0 0 0 0,9.9253,,-3.6436,,-2.6775,,,-2.3312,,-2.174,,-0.9563,,,0.073,,9.9253,,QC'd by AnalytiCon Discovery GmbH
638,26725725,3566959,COC1=CC=CC(=C1)NC2=NC(=C(C(=N2)NCC3=CC=CO3)[N+](=O)[O-])N,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000332842-01/135605571,,Inactive,,,,0,,,3.2975,0.9913,23,-2.0897,4,0 0 0 0 0 0 0,21.7869,,-3.408,,-2.4897,,,-2.1083,,-1.5877,,-0.6658,,,0.0144,,21.7869,,
639,26725921,1913590,CC1(CC2=C(CO1)C(=NC3=C2C4=C(S3)C(=NC=N4)NCCCO)C5=CC=CO5)C,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000779383-01/135604614,,Activator,9.2,32.7797,,21,Partial curve; partial efficacy,-5.0362,1.6259,0.9926,32,-0.7797,2.2,0 0 0 0 0 0 0,30.2648,,-1.4503,,-2.3164,,,0.6422,,-1.3106,,2.5044,,,15.464,,30.2648,,
640,26726965,2814150,CC1=C(SC(=N1)NC2=CC=CC=C2)C(=O)C3=CC=CC=C3,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000860609-01/135605758,,Inactive,,,,0,,,2.0437,0.9256,7.5,-1.3384,4,0 0 0 0 0 0 0,5.1054,,-1.9427,,-2.3654,,,-0.3267,,-1.7102,,-0.7306,,,-0.6857,,5.1054,,
641,26727153,2726559,C1=CC=C(C(=C1)NC2=C(C(=O)NS2)C#N)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000850694-01/135604128,,Inactive,,,,0,,,,,,,4,,-0.6765,,-1.4001,,-2.712,,,-0.2269,,-0.7442,,-1.0322,,,-1.3532,,-0.6765,,
642,26727504,2739785,CC1=C(C(C2=C(N1)CCCC2=O)C3=CC=C(O3)C4=C(SC=C4)C(=O)OC)C(=O)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000860159-01/135604303,,Inactive,,,,0,,,4.5045,0.9713,11,-0.9966,4,0 0 0 0 0 0 0,10.6723,,-2.4972,,-1.0569,,,-1.1259,,-1.3776,,0.0675,,,-0.6543,,10.6723,,
643,26727607,9583360,COCCCNC(=S)N/N=C/C1=CC2=CC=CC=C2C=C1,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000833796-01/135604486,,Inactive,,,,0,,,3.6272,0.796,3,-1.2113,4,0 0 0 0 0 0 0,2.8342,,-1.3775,,-2.6761,,,-0.0008,,-1.2563,,-0.8032,,,-0.9654,,2.8342,,
644,26728100,347328,C1=CC=C(C=C1)CC2C3=CC=CC=C3NC2=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000858738-01/135604282,,Inactive,,,,0,,,,,,,4,,0.1377,,-0.9519,,-2.5096,,,-0.179,,-1.2912,,-0.2921,,,-0.602,,0.1377,,
645,26728209,2817011,CCN(CC)CC(=O)NC1=C2C(=CS1)C3=CC=CC=C3OC2=O,Active,43,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000859765-01/135605027,,Activator,8.1995,89.1201,,43,Partial curve; high efficacy,-5.0862,2.3332,0.9994,87.3572,-1.7629,2.1,0 0 0 0 0 0 0,85.1435,,-3.2681,,-1.7069,,,-1.345,,-1.1205,,-0.1347,,,49.4998,,85.1435,,
646,26729859,2812287,C1=CC=C(C=C1)NC(=O)NC2=CC(=CC=C2)S(=O)(=O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000850240-01/135605250,,Inactive,,,,0,,,,,,,4,,-0.7354,,-2.0313,,-3.255,,,-0.2346,,-1.9575,,-0.4446,,,-0.8656,,-0.7354,,
647,26729909,2744272,CC1=C(SC(=N1)COC2=CC=CC=C2Cl)C3=NC(=NC=C3)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000859580-01/135605007,,Inactive,,,,0,,,3.6272,0.9869,20.5,-0.8778,4,0 0 0 0 0 0 0,19.2758,,-2.3982,,-1.518,,,-0.7063,,-1.3204,,0.4117,,,0.3367,,19.2758,,
648,26729948,2744029,CC1=C(SC(=N1)C2=CC=CS2)C(=O)NN,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000859545-01/135605063,,Inactive,,,,0,,,,,,,4,,-0.4319,,-2.9096,,-1.545,,,-1.5023,,-1.5114,,-0.6964,,,-0.7024,,-0.4319,,
649,26730341,2821135,CC1(CCC2=C(O1)C=CC(=C2)C3=NN(C=C3)S(=O)(=O)C4=CC=CC=C4Cl)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000850578-01/135605368,,Inactive,,,,0,,,1.3987,0.7275,5,-1.158,4,0 0 0 0 0 0 0,2.774,,-1.0906,,-3.0483,,,0.0719,,-1.4137,,-0.6061,,,-0.3625,,2.774,,
650,26731209,5919280,CCOC(=O)C1=C(N(N=C1C)C2=CC=C(C=C2)NC(=O)/C=C/C(=O)O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000850936-01/135604457,,Inactive,,,,0,,,,,,,4,,-0.3566,,-3.5882,,-2.1643,,,-1.7604,,-2.3426,,-0.8627,,,-1.3666,,-0.3566,,
651,26731395,2799060,COC1=C(C=C(C=C1)S(=O)(=O)NC2=CC3=C(C=C2)OC4=C(C3=O)C=CC=N4)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000849761-01/135604433,,Inactive,,,,0,,,4.045,0.8467,3,-1.7559,4,0 0 0 0 0 0 0,2.9128,,-3.1299,,-2.0055,,,-1.6692,,-2.1632,,-0.5096,,,-1.5044,,2.9128,,
652,26732057,16746250,COC1=CC=C(C=C1)C(CCN2CCCC2)C3=C(C=C(C4=C3OC(=O)C=C4C5=CC=CC=C5)OC)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000879278-01/135604151,,Inactive,,,,0,,,,,,,4,,7.7937,,-2.2761,,0.0507,,,10.8362,,-1.094,,-0.1626,,,-0.0151,,7.7937,,QC'd by Paul R Hanson - Univ. of Kansas - MLI CMLD
653,26732605,5702161,CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O.Br,Inconclusive,29,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS001056741-01/135605402,,Activator,0.013,46.751,,29,Complete curve; partial efficacy,-7.8862,1.2876,0.9756,51.3975,4.6465,1.2,0 0 0 0 0 0 0,56.2788,,9.8137,,31.1286,,,45.3646,,49.0284,,50.3838,,,49.1178,,56.2788,,
654,26732609,9861452,CC(C)NCC(C1=CC(=CC(=C1)O)O)O.OS(=O)(=O)O,Inconclusive,26,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS001056758-01/135604189,,Activator,0.206,54.649,,26,Complete curve; partial efficacy,-6.6862,1.111,0.9912,50.6453,-4.0037,1.2,0 0 0 0 0 0 0,46.9926,,-3.1542,,-2.1354,,,9.374,,31.2785,,45.6664,,,54.0324,,46.9926,,QC'd by Sigma Chemical Company
655,3711342,1950083,COCCN(CCOC)C(=O)C1=CC2=C(S1)C3=CC=CC=C3S2,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000098091-01/135605316,,Inactive,,,,0,,,,,,,4,,0.3029,,-1.8589,,-2.2984,,,-0.5234,,-1.6464,,-0.9926,,,-1.3093,,0.3029,,QC'd by DPISMR
656,3711768,2565363,C=CCN1C(=O)C2=C(N=C1SCC3=CC(=O)N4C=CSC4=N3)SC=C2C5CC5,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000056302-01/135603546,,Activator,20.5962,50.3617,,10,Single point of activity,-4.6862,2.0937,0.9976,49.441,-0.9207,3,0 0 0 0 0 0 0,41.6052,,-1.0619,,-2.2724,,,0.0176,,-0.9992,,0.2408,,,6.4981,,41.6052,,QC'd by Enamine
657,3711786,2124488,CCOC1=C(C=C(C=C1)C(=O)C)CN2C(=O)C3=CC=CC=C3C(=N2)C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000098717-01/135605622,,Inactive,,,,0,,,2.9523,0.9884,24,-1.6069,4,0 0 0 0 0 0 0,21.1297,,-2.2144,,-3.4224,,,-0.7217,,-1.6019,,-0.763,,,-0.121,,21.1297,,QC'd by Enamine
658,3712091,2373305,CCOC(=O)C1=C(NC(=C1C)C(=O)OCC2=C(ON=C2C)C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000057075-01/135603653,,Inactive,,,,0,,,1.4487,0.943,7,-2.0871,4,0 0 0 0 0 0 0,5.1071,,-2.9892,,-2.3999,,,-1.4891,,-1.9719,,-0.6567,,,0.0743,,5.1071,,QC'd by Enamine
659,3712144,6603407,COC1=C(C=C(C=C1)C2=CN3C=C(C=CC3=N2)Cl)OC.Br,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000048644-01/135605852,,Inactive,,,,0,,,3.1925,0.9655,8,-1.4615,4,0 0 0 0 0 0 0,7.5225,,-1.261,,-2.4679,,,-0.3363,,-1.5212,,-1.2372,,,-0.1528,,7.5225,,QC'd by DPISMR
660,3712289,2121566,CCOC(=O)C1=CN(N=C1C2=CC=NC=C2)C3=CC=CC=C3,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000057133-01/135605152,,Inactive,,,,0,,,1.9887,0.7003,5,-1.1647,4,0 0 0 0 0 0 0,2.5984,,-1.6761,,-3.0539,,,0.2215,,-1.4608,,-0.8305,,,-0.8329,,2.5984,,QC'd by DPISMR
661,3712324,933257,CCCC1=C(C2=C(C=C(C=C2)OCC(=O)C)OC1=O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000054231-01/135603619,,Inactive,,,,0,,,,,,,4,,1.4795,,-3.2311,,-2.059,,,-1.955,,-2.1969,,-0.3206,,,-1.7685,,1.4795,,QC'd by Enamine
662,3712398,1190260,CCOC(=O)C1=C(SC=C1C2=CC=CS2)NC(=O)CN3CCOCC3,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000054088-01/135604260,,Inactive,,,,0,,,3.2475,0.9827,17,-1.6897,4,0 0 0 0 0 0 0,16.207,,-2.0136,,-3.0747,,,-0.1653,,-1.6735,,-1.1056,,,0.0907,,16.207,,QC'd by Enamine
663,3712705,2998128,CCN1C2=CC=CC=C2C3=C1N=C(N=N3)SCC4=CC=C(O4)C(=O)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000098534-01/135605120,,Inactive,,,,0,,,3.99,0.9919,21.5,-0.9186,4,0 0 0 0 0 0 0,20.8648,,-1.1769,,-2.4322,,,-0.1076,,-1.0352,,-0.4018,,,0.4588,,20.8648,,QC'd by DPISMR
664,3712740,2103679,CCOC1=C(C=CC=N1)C(=O)OCC2=CC=C(O2)C(=O)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000053616-01/135605820,,Inactive,,,,0,,,4.045,0.7172,3,-1.0483,4,0 0 0 0 0 0 0,3.205,,-1.2627,,-2.9569,,,0.3138,,-0.5953,,-0.4544,,,-0.1721,,3.205,,QC'd by Enamine
665,3712793,2998166,CCCCN1C2=C(C=C(C=C2)S(=O)(=O)N)N=C1SCC3=CC=C(O3)C(=O)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000054737-01/135604370,,Inactive,,,,0,,,1.01,0.9156,9,-1.2719,4,0 0 0 0 0 0 0,5.8881,,-1.4428,,-2.7266,,,0.169,,-1.0569,,-0.3297,,,1.9343,,5.8881,,QC'd by DPISMR
666,3713324,2126116,CCN1C(=O)C2=CC=CC=C2C(=N1)C(=O)OCC3=C(ON=C3C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000098946-01/135604785,,Inactive,,,,0,,,1.6436,0.9265,8,-2.6232,4,0 0 0 0 0 0 0,5.6025,,-3.8526,,-2.5357,,,-1.9626,,-2.511,,-0.9147,,,-0.547,,5.6025,,QC'd by Enamine
667,3713406,2423150,CCOC(=O)C1=C(N=C(S1)N(CC2=CC=CC=C2)C(=O)CSC3=NN=C(N3N)C4CC4)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000089258-01/135605032,,Inactive,,,,0,,,,,,,4,,1.0474,,-1.8519,,-3.1051,,,-0.2829,,-1.9487,,-1.5235,,,-1.3951,,1.0474,,QC'd by DPISMR
668,3713740,563918,C1=CC=C(C=C1)CN2C(=NC3=CC=CC=C3C2=O)C4=CC=CO4,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000081952-01/135605520,,Inactive,,,,0,,,,,,,4,,1.4423,,-2.1158,,-3.5314,,,-0.3698,,-1.7498,,-1.2393,,,-1.1253,,1.4423,,QC'd by DPISMR
669,3714049,2531528,C1CN(CC2=CC=CC=C21)C(=O)CSC3=NN=C(O3)C4=CC=CC=C4Br,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000057934-01/135604582,,Inactive,,,,0,,,2.0937,0.8979,4.5,-1.3697,4,0 0 0 0 0 0 0,3.8509,,-1.7863,,-1.9747,,,-0.2683,,-1.2903,,-0.4865,,,-0.3402,,3.8509,,QC'd by DPISMR
670,3714060,2365040,COC1=C(C=C(C=C1)C2=NN=C(O2)SCC3=CC=CC=C3F)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000054135-01/135603928,,Inactive,,,,0,,,4.4495,0.9522,7,-1.3201,4,0 0 0 0 0 0 0,7.0323,,-1.2567,,-2.3501,,,-0.1568,,-1.2526,,-0.6811,,,-0.2689,,7.0323,,QC'd by Enamine
671,3714080,675349,CC1=NN(C(=C1)N)C2=NC(=NC3=CC=CC=C32)C4=CN=CC=C4,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000081694-01/135605283,,Inactive,,,,0,,,2.9523,0.9884,20.5,-1.7136,4,0 0 0 0 0 0 0,19.178,,-2.678,,-1.281,,,-1.6587,,-1.8588,,0.0584,,,0.7249,,19.178,,QC'd by Enamine
672,3714166,2395269,CCOC1=C(C=CC=N1)C(=O)OCCN2C(=O)C3=CC=CC=C3C2=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000096550-01/135604689,,Inactive,,,,0,,,,,,,4,,0.8393,,-3.5666,,-2.6567,,,-2.6268,,-2.8371,,-1.3103,,,-1.79,,0.8393,,QC'd by DPISMR
673,3714546,2530096,CCOC1=C(C=C(C=C1)C2=NC(=CS2)CSC3=NN=CS3)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000055915-01/135605132,,Inactive,,,,0,,,3.5722,0.9441,7,-1.1416,4,0 0 0 0 0 0 0,6.7299,,-1.2221,,-2.618,,,-0.1385,,-1.0516,,-1.255,,,-0.4654,,6.7299,,QC'd by Enamine
674,3714803,711223,CC1=NC(=C2C=C(SC2=N1)C3=CC=CC=C3)N4CCOCC4,Active,42,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000054048-01/135605827,,Activator,8.1995,80.1354,,42,Partial curve; partial efficacy,-5.0862,2.1211,0.9993,78.8529,-1.2826,2.2,0 0 0 0 0 0 0,76.0153,,-2.447,,-1.5253,,,-1.339,,-0.7931,,1.7001,,,45.0927,,76.0153,,QC'd by Enamine
675,3715055,2567904,CCOC1=CC=CC=C1COC(=O)C2=CC(=CC=C2)N3C=NN=N3,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000057714-01/135603895,,Inactive,,,,0,,,1.8579,0.8951,5,-1.102,4,0 0 0 0 0 0 0,4.0747,,-2.585,,-0.633,,,-0.9602,,-1.3497,,-0.4298,,,0.1561,,4.0747,,QC'd by Enamine
676,3715207,1268818,C1=CC=C(C=C1)C2=NN3C(=NN=N3)C4=CC=CC=C42,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000056902-01/135603753,,Inactive,,,,0,,,1.8579,0.8629,4,-1.6234,4,0 0 0 0 0 0 0,3.3113,,-3.0195,,-1.7977,,,-1.3027,,-2.2395,,-0.4679,,,-0.3649,,3.3113,,QC'd by Enamine
677,3715437,2999207,CCOC(=O)NC1=C(C2=C(S1)CC(CC2)C)C#N,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000060618-01/135605446,,Inactive,,,,0,,,3.5117,0.9486,8.5,-0.958,4,0 0 0 0 0 0 0,7.3282,,-1.6029,,-2.0483,,,0.1337,,-0.8587,,-0.3317,,,-0.6917,,7.3282,,QC'd by DPISMR
678,3715510,702070,C1=CC=C(C=C1)C2=NN(C=C2C3=NN=C(O3)N)C4=CC=CC=C4,Active,63,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000060388-01/135605199,,Activator,5.1735,72.5,,63,Complete curve; partial efficacy,-5.2862,2.5884,0.9971,72.293,-0.2071,1.2,0 0 0 0 0 0 0,71.9922,,-2.6984,,-1.5605,,,0.2829,,2.9167,,4.4125,,,59.5038,,71.9922,,QC'd by DPISMR
679,3715672,6603642,CC1=NN(C2=C1C(=CC(=N2)C3=CN=CC=C3)C(F)(F)F)CCC(=O)O.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000056759-01/135604876,,Inactive,,,,0,,,,,,,4,,0.2702,,-1.6588,,-2.8574,,,0.2335,,-1.8092,,-0.2347,,,-0.0772,,0.2702,,QC'd by Enamine
680,3715686,2032320,COC1=CC(=CC(=C1OC)OC)C2=NN=C(O2)SCC3=CC=CC=C3Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000082206-01/135604830,,Inactive,,,,0,,,3.99,0.9909,20,-1.5109,4,0 0 0 0 0 0 0,19.3471,,-1.2186,,-2.9257,,,-0.6622,,-1.3968,,-0.8078,,,-0.2168,,19.3471,,QC'd by DPISMR
681,3715952,2373306,CC1=C(C(=NO1)C)CSC2=NC3=CC=CC=C3C(=O)N2C4=CC=CC=C4,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000057109-01/135604978,,Inactive,,,,0,,,3.6772,0.9845,20.5,-1.3295,4,0 0 0 0 0 0 0,19.379,,-1.0158,,-2.7746,,,0.4337,,-1.5328,,-0.7888,,,-0.2709,,19.379,,QC'd by DPISMR
682,3716969,2571370,CC1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)C(=O)OCC(=O)N3CCC4=CC=CC=C43,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000057222-01/135604321,,Inactive,,,,0,,,,,,,4,,-0.2089,,-3.1522,,-1.9578,,,-1.5234,,-1.2178,,-0.6579,,,-0.9287,,-0.2089,,QC'd by Enamine
683,3717722,2570767,C1=CC=C(C(=C1)OCCOC(=O)C2=CC=C(C=C2)N3C=NN=N3)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000057216-01/135605203,,Inactive,,,,0,,,4.9549,0.9564,7,-1.7865,4,0 0 0 0 0 0 0,7.107,,-2.7387,,-1.6602,,,-1.2272,,-1.8238,,-0.4925,,,-0.9372,,7.107,,QC'd by Enamine
684,3717831,2100041,CC1=C(C=C(O1)CSC2=NN=C(S2)NC3CCCCC3)C(=O)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000053417-01/135605545,,Inactive,,,,0,,,2.0937,0.8315,2.5,-1.9379,4,0 0 0 0 0 0 0,2.0969,,-3.2816,,-2.3633,,,-1.6662,,-2.1015,,-0.8956,,,-1.1227,,2.0969,,QC'd by Enamine
685,4240511,728682,CC1=C(C=C(C(=N1)SCC(=O)OC(C)(C)C)C#N)C(=O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000085639-01/135605860,,Inactive,,,,0,,,3.99,0.8668,5,-1.0103,4,0 0 0 0 0 0 0,4.8168,,-1.0975,,-2.5086,,,0.1714,,-0.4665,,-0.3882,,,-0.661,,4.8168,,QC'd by Chem Div
